ano;modalidade;numero_ano;processo;situacao;objeto;natureza;demandante;modalidade_compra;homologacao_mes;valor_estimado_ufpr;valor_estimado_outros;valor_contratado_ufpr;valor_contratado_ufpr;homologacao_mes_ano
2017;Pregão Eletrônico;115/2017;171410/2017-12;Homologado;Aquisição de lâmpadas e materiais correlatos para o Setor Litoral e a SUINFRA (Antigo Pregão 078/2017);Material;Litoral/SUINFRA;SRP;11;390663.6;0.0;220770.7;0.0;2017-11-01
2017;Pregão Eletrônico;116/2017;194575/2017-62 ;Homologado;Aquisição de equipamentos de laboratório para os Setores Palotina e Litoral;Material;Palotina/Litoral;SRP;11;644643.35;0.0;410940.82;0.0;2017-11-01
2017;Pregão Eletrônico;117/2017;174426/2017-87;Deserto;Abertura de porta de segurança em anexo ao Laboratório de Hematologia;Serviço;SUINFRA;Aquisição imediata;;5332.6;0.0;0.0;0.0;
2017;Pregão Eletrônico;118/2017;194977/2017-67;Homologado;Aquisição de Película de Proteção Solar com Serviço de Instalação para atender às necessidades de diversas unidades da Universidade Federal do Paraná;Material;CECOM;SRP;12;294625.0;0.0;171908.0;0.0;2017-12-01
2017;Pregão Eletrônico;119/2017;183427/2017-12 ;Suspenso;Fornecimento e execução de serviços comuns de engenharia baseados na tabela do Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil  SINAPI/PR, a serem realizados nos Campi da UFPR;Serviço;SUINFRA;SRP;;8000000.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;120/2017;195033/2017-15;Homologado;Contratação de serviços de chaveiro para atender a diversas unidades da Universidade Federal do Paraná em Curitiba e Região Metropolitana;Serviço;CECOM;SRP;11;162962.6;0.0;69362.35;0.0;2017-11-01
2017;Pregão Eletrônico;121/2017;193543/2017-40;Homologado;Contratação de empresa especializada para prestação de serviços de instalação e manutenção de extintores, mangueiras e hidrantes e sinalização para proteção contra incêndios, para os campi da Universidade Federal do Paraná;Serviço;SUINFRA;SRP;12;826561.86;0.0;484202.85;0.0;2017-12-01
2017;Pregão Eletrônico;122/2017;194002/2017-39;Suspenso;Contratação de empresa especializada na prestação de serviços de esgotamento de fossas sanitárias, sumidouros, caixas de gordura, caixas de passagem e limpeza e desobstrução de rede de esgoto e rede de água pluvial desta UFPR;Serviço;SUINFRA;SRP;;249793.8;0.0;0.0;0.0;
2017;Pregão Eletrônico;123/2017;193658/2017-34;Homologado;Aquisição de diversos equipamentos de áudio, imagens e também impressora 3D, que atenderá as necessidades da Pró-Reitoria de Graduação e Educação Profissional (PROGRAD) e do departamento de Tecnologia da UFPR.;Material;PROGRAD/CEPIGRAD;Aquisição;10;34722.84;0.0;26053.41;0.0;2017-10-01
2017;Pregão Eletrônico;124/2017;188710/2017-31;Fase Interna;Aquisição de material de consumo e permanente para o Centro de Atenção à Saúde - CASA Litoral do Setor Litoral.;Material;Litoral;SRP;;33238.32;0.0;0.0;0.0;
2017;Pregão Eletrônico;125/2017;161689/2017-26;Homologado;Contratação de serviços de publicidade legal (SRP) (Antigo PE 052/2017);Serviço;CECOM;SRP;11;81400.0;0.0;81030.0;0.0;2017-11-01
2017;Pregão Eletrônico;126/2017;200455/2017-10;Homologado;Aquisição de reagentes químicos (Parte 3) para atender a diversas unidades da UFPR;Material;CECOM;SRP;1;590241.0;0.0;290718.65;0.0;2017-01-01
2017;Pregão Eletrônico;127/2017;200955/2017-43;Fase Interna;Aquisição de ferramentas, para atender às necessidades de diversas unidades da Universidade Federal do Paraná;Material;CECOM;SRP;;246978.75;0.0;0.0;0.0;
2017;Pregão Eletrônico;128/2017;180145/2017-63;Homologado;Aquisição de Carimbos para atender às necessidades de diversas unidades da Universidade Federal do Paraná (antigo PE 88/2017) (antigo 110/2017);Serviço;CECOM;SRP;11;50553.5;0.0;29667.5;0.0;2017-11-01
2017;Pregão Eletrônico;129/2017;190448/2017-94;Fase Interna;Aquisição de placas de inauguração de obras;Material;SUINFRA;SRP;;9600.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;130/2017;195444/2017-01;Homologado;Aquisição de placas de sinalização de trânsito para atender as demandas dos diversos Campi desta UFPR;Material;SUINFRA;SRP;1;794477.5;0.0;658072.8;0.0;2017-01-01
2017;Pregão Eletrônico;131/2017;195435/2017-10;Homologado;Aquisição de servidores de rede para o processamento de dados científicos, realização de simulações e desenvolvimento de pesquisa no âmbito das atividades de Pós-Graduação e de Graduação no Departamento de Engenharia Elétrica da UFPR;Material;Engenharia Elétrica;Aquisição;11;39414.52;0.0;25599.99;0.0;2017-11-01
2017;Pregão Eletrônico;132/2017;176073/2017-50;Homologado;Contratação de empresa de engenharia para executar a readequação do acesso à Caixa d´água do Edifício de Ciências Biológicas;Serviço;SUINFRA;Aquisição imediata;12;23732.92;0.0;16016.06;0.0;2017-12-01
2017;Pregão Eletrônico;133/2017;199300/2017-15;Fase Interna;"Aquisição de canaletas e acessórios destinados a manutenção de infraestrutura da
rede elétrica dos diversos Campi desta UFPR";Material;SUINFRA;SRP;;643730.4;0.0;0.0;0.0;
2017;Pregão Eletrônico;134/2017;201535/2017-84;Fase Interna;Aquisição de Acessórios, Componentes e Sinalização De Emergência para proteção contra incêndios para atendimento aos Campi desta Universidade Federal do Paraná;Material;SUINFRA;SRP;;928825.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;135/2017;203980/2017-89;Fase Interna;Aquisição de materiais de pintura II;Material;SUINFRA;SRP;;381106.5;0.0;0.0;0.0;
2017;Pregão Eletrônico;136/2017;188640/2017-11;Anulado;Aquisição de bens permanentes para o Departamento de Prevenção e Reabilitação em Fisioterapia;Material;Fisioterapia;SRP;;288977.73;0.0;0.0;0.0;
2017;Pregão Eletrônico;137/2017;205637/2017-79;Fase Interna;Aquisição de materiais de consumo de uso comum contendo itens de expediente e outros para o Almoxarifado Central;Material;Almoxarifado Central;SRP;;645632.6;0.0;0.0;0.0;
2017;Pregão Eletrônico;138/2017;203881/2017-05;Fase Interna;Aquisição de itens de alimentação para o Almoxarifado Central;Material;Almoxarifado Central;SRP;;439476.1;0.0;0.0;0.0;
2017;Pregão Eletrônico;139/2017;163459/2017-00;Fase Interna;Contratação de empresa para prestação de serviços terceirizados na área de comunicação, visando ao preenchimento de 24 postos de trabalho;Serviço;SUCOM;Contratação;;2472345.97;0.0;0.0;0.0;
2017;Pregão Eletrônico;140/2017;200117/2017-70;Homologado;Contratação de empresa para prestação de serviços terceirizados de copa para o Gabinete da Reitoria da UFPR, visando o preenchimento de 4 (quatro) postos de trabalho;Serviço;Gabinete da Reitoria da UFPR;Contratação;;143718.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;141/2017;199327/2017-16;Fase Interna;"Contratação de empresa prestadora de serviços de produção e fornecimento de
refeições (café da manhã, almoço e jantar) para atuação o Restaurante Universitário da UFPR localizado no Campus de Palotina";Serviço;RU;Contratação;;3801888.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;142/2017;206817/2017-78;Homologado;Contratação de empresa especializada nos serviços de produção e fornecimento de refeições em Restaurante da contratada (café da manhã, almoço e jantar) visando o atendimento à comunidade universitária do Campus LITORAL, na cidade de Matinhos/PR, da Universidade Federal do Paraná;Serviço;RU;Contratação;;2765239.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;143/2017;201308/2017-59;Fase Interna;Aquisição de materiais de consumo;Material;Almoxarifado Central;SRP;;1212678.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;144/2017;201146/2017-59;Fase Interna;Aquisição de materiais de serralheria - Parte I;Material;SUINFRA;SRP;;485681.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;145/2017;151674/2016-79;Fase Interna;Aquisição de muro palito;Serviço;SUINFRA;SRP;;5125420.15;0.0;0.0;0.0;
2017;Pregão Eletrônico;146/2017;208956/2017-36;Homologado;Aquisição de gêneros Hortifrutigranjeiros e sabonete líquido ;Material;RU;SRP;12;3180129.0;0.0;1267132.0;0.0;2017-12-01
2017;Pregão Eletrônico;147/2017;195550/2017-86;Fase Interna;Contratação de serviços de impressão;Material;Biológicas;SRP;;2711662.6;0.0;0.0;0.0;
2017;Pregão Eletrônico;149/2017;209980/2017-92;Fase Interna;Aquisição de materiais de construção III;Material;SUINFRA;SRP;;2222210.82;0.0;0.0;0.0;
2017;Pregão Eletrônico;150/2017;205113/2017-88;Homologado;Contratação de seguradora para seguro de vida e acidentes pessoais destinado a estudantes da Universidade Federal do Paraná;Serviço;PROGRAD;Contratação;1;105924.0;0.0;9240.0;0.0;2017-01-01
2017;Pregão Eletrônico;151/2017;206960/2017-60;Fase Interna;Aquisição de equipamentos para o controle de acesso do Restaurantes Universitários;Material;RU;SRP;;30971.65;0.0;0.0;0.0;
2017;Pregão Eletrônico;152/2017;209748/2017-54;Homologado;Contratação de empresa para manutenção preventiva e corretiva para as autoclaves do Biotério/BL;Serviço;BL;Contratação;12;30400.0;0.0;30049.92;0.0;2017-12-01
2017;Pregão Eletrônico;153/2017;211082/2017-02;Em Andamento;Aquisição de carnes e derivados para as unidades dos RUs em Curitiba;Material;RU;SRP;;6283371.8;0.0;0.0;0.0;
2017;Pregão Eletrônico;154/2017;205682/2017-23;Fase Interna;Aquisição de tubos e conexões em ferro galvanizado para atendimento as demandas da SUINFRA - UFPR;Material;SUINFRA;SRP;;153511.0;0.0;0.0;0.0;
2017;Pregão Eletrônico;155/2017;209489/2017-61;Fase Interna;Aquisição de equipamentos para o Departamento de Prevenção e Reabilitação em Fisioterapia;Material;BL;SRP;;88977.88;0.0;0.0;0.0;
2017;Pregão Eletrônico;156/2017;211347/2017-64;Fase Interna;Aquisição de cargas de Gás Liquefeito de Petróleo - GLP;Material;Palotina;SRP;;5118.72;0.0;0.0;0.0;
2017;Pregão Eletrônico;157/2017;212992/2017-02;Revogado;Aquisição de pães para 04 unidades dos Restaurantes Universitários da UFPR;Material;RU ;SRP;12;440500.0;0.0;224000.0;0.0;2017-12-01
2017;Pregão Eletrônico;158/2017;214262/2017-38;Fase Interna;Aquisição de Reagentes Químicos (Parte 04) para atender a diversas unidades da UFPR;Material;CECOM;SRP;;343825.45;0.0;0.0;0.0;
2017;Pregão Eletrônico;159/2017;214922/2017-81;Fase Interna;Aquisição de equipamentos de proteção individual, para atender às necessidades de diversas unidades da Universidade Federal do Paraná;Material;CECOM;SRP;;143453.55;0.0;0.0;0.0;
2017;Pregão Eletrônico;160/2017;212263/2017-48;Fase Interna;Aquisição de vidrarias de laboratório, para atender às necessidades de diversas unidades da Universidade Federal do Paraná;Material;CECOM;SRP;;681725.7;0.0;0.0;0.0;
2017;Pregão Eletrônico;161/2017;216170/2017-92;Fase Interna;Aquisição de materiais de consumo que atendam à demanda de todas as unidades da UFPR;Material;Almoxarifado Central;SRP;;137080.1;0.0;0.0;0.0;
2017;Regime Diferenciado de Contratação;001/2017;159136/2017-11;Homologado;"Substituição de parte da Tubulação de Hidráulica e da Saída da Caixa dÁgua do
Prédio da Biológicas conforme solicitação do Museu de Ciências Naturais";Sem Informação;SUINFRA;Sem Informação;10;193746.64;0.0;188000.0;0.0;2017-10-01
2017;Regime Diferenciado de Contratação;002/2017;124811/2016-01;Homologado;Contratação de empresa de arquitetura ou engenharia para executar reforma do saguão do Setor de Ciências da Saúde da Universidade Federal do Paraná (485,60 m2).;Sem Informação;SUINFRA;Sem Informação;11;818110.85;0.0;591999.4;0.0;2017-11-01
2017;Regime Diferenciado de Contratação;003/2017;184528/2017-19;Homologado;Contratação de empresa de arquitetura ou engenharia para executar reforma de área no Edifício Dom Pedro I para ocupação pelo Setor de Humanas - Libras e reforma de área no Campus Juvevê para ocupação pelo Setor de Humanas  CEPA.;Sem Informação;SUINFRA;Sem Informação;11;441932.58;0.0;263000.0;0.0;2017-11-01
2017;Regime Diferenciado de Contratação;004/2017;168003/2017-28;Suspenso;1ª Etapa da reforma de área parcial para os Departamentos de Biologia Celular, Fisiologia e Fisioterapia, Setor de Ciências Biológicas da Universidade Federal do Paraná;Sem Informação;SUINFRA;Sem Informação;;1041582.48;0.0;0.0;0.0;
2017;Regime Diferenciado de Contratação;005/2017;167973/2017-14;Homologado;3ª Etapa da Construção do Edifício do Departamento de Educação Física;Sem Informação;SUINFRA;Sem Informação;11;7951504.94;0.0;5476360.29;0.0;2017-11-01
2017;Regime Diferenciado de Contratação;006/2017;191772/2017-20;Homologado;Construção de Central de Utilidades localizada entre os blocos dos Departamentos de Anatomia e Bioquímica, Setor de Ciências Biológicas da Universidade Federal do Paraná.;Sem Informação;SUINFRA;Sem Informação;12;252608.26;0.0;179499.27;0.0;2017-12-01
2017;Regime Diferenciado de Contratação;007/2017;202860/2017-64;Homologado;Construção de Central de Utilidades localizada entre os blocos dos Departamentos de Fisiologia e Patologia Básica, Setor de Ciências Biológicas da Universidade Federal do Paraná;Sem Informação;SUINFRA;Sem Informação;1;230491.71;0.0;158490.0;0.0;2017-01-01
2017;Regime Diferenciado de Contratação;008/2017;167946/2017-33;Fase Interna;Construção da 2ª Fase da Central Analítica - Setor de Ciências Agrárias, no Campus Agrárias da Universidade Federal do Paraná;Sem Informação;SUINFRA;Sem Informação;;5108676.39;0.0;0.0;0.0;
2017;Regime Diferenciado de Contratação;009/2017;116316/2016-10;Fase Interna;"Construção de Estúdio da Atlética ""Os Lenhadores""";Sem Informação;SUINFRA;Sem Informação;;316759.12;0.0;0.0;0.0;
2017;Tomada de Preços;01/2017;162419/2016-51;Homologado;Adequação da rede de gás (GLP) do Edifício do Departamento de Nutrição;Sem Informação;SUINFRA;Sem Informação;6;26739.62;0.0;24585.84;0.0;2017-06-01
2017;Tomada de Preços;002/2017;116316/2016-10;Fase Interna;"Construção de Estúdio da Atlética ""Os Lenhadores""";Sem Informação;Agrárias;Sem Informação;;301569.65;0.0;0.0;0.0;
2017;Tomada de Preços;003/2017;124811/2016-01;Fase Interna;Reforma do Saguão do Setor de Ciências da Saúde;Sem Informação;SUINFRA;Sem Informação;;769982.16;0.0;0.0;0.0;
2017;Tomada de Preços;004/2017;165888/2016-22;Em Andamento;Contratação de empresa especializada para adequação do sistema de ventilação da cozinha do restaurante universitário central;Sem Informação;SUINFRA;Sem Informação;;195598.22;0.0;0.0;0.0;
2017;Tomada de Preços;005/2017;167026/2016-34;Homologado;Adequação do Prédio do DCE, quanto ao sistema de prevenção e combate a incêndio - Campus II - Complexo da Reitoria;Sem Informação;SUINFRA;Sem Informação;6;308596.64;0.0;221020.98;0.0;2017-06-01
2018;Concorrência Pública;01/2018;159327/2016-94;Deserto;Concessão de uso de espaço físico visando à exploração comercial de serviços de Cantina para atender necessidade do Centro de Estudos do Mar;Sem Informação;CEM;Sem Informação;;36853.56;0.0;0.0;0.0;
2018;Concorrência Pública;02/2018;193014/2017-46;Deserto;Concessão de uso de espaço físico visando à exploração comercial de serviços de Reprografia para atender necessidade do Setor de Ciências Agrárias;Sem Informação;Agrárias;Sem Informação;;29729.28;0.0;0.0;0.0;
2018;Concorrência Pública;03/2018;193128/2017-96;Deserto;Concessão de uso de espaço físico visando à exploração comercial de serviços de Cantina para atender necessidade do Setor de Ciências Agrárias;Sem Informação;Agrárias;Sem Informação;;67563.0;0.0;0.0;0.0;
2018;Concorrência Pública;04/2018;036323/2018-09;Deserto;Concessão de uso de espaço físico, com área total aproximada de 59,80 m², visando à exploração comercial de serviços de cantina para atender à comunidade acadêmica do Setor Palotina da Universidade Federal do Paraná;Sem Informação;Palotina;Sem Informação;;13764.0;0.0;0.0;0.0;
2018;Concorrência Pública;05/2018;059443/2018-76;Fase Interna;Concessão de uso de espaço fisico visando à exploração comercial de serviços de Cantina para atender necessidade da unidade do CIFLOMA do Setor de Ciências Agrárias;Sem Informação;Agrárias;Sem Informação;;697.11;0.0;0.0;0.0;
2018;Pregão Eletrônico;001/2018;216170/2017-92;Homologado;Aquisição de materiais de consumo (I) que atendam à demanda de todas as unidades da UFPR;Material;Almoxarifado Central;SRP;3;137080.1;0.0;105230.4;0.0;2018-03-01
2018;Pregão Eletrônico;002/2018;215815/2017-70;Homologado;Aquisição de materiais de consumo (II) que atendam à demanda de todas as unidades da UFPR;Material;Almoxarifado Central;SRP;2;303584.55;0.0;174058.8;0.0;2018-02-01
2018;Pregão Eletrônico;003/2018;215747/2017-49;Revogado;Aquisição de pescados, conforme a necessidade, para as unidades dos RUs de Curitiba;Material;RU;SRP;;795600.0;0.0;0.0;0.0;
2018;Pregão Eletrônico;004/2018;198459/2017-12;Fracassado;Contratação de empresa especializada na prestação de serviços de apoio escolar, destinados a atender alunos com necessidades especiais na UFPR;Serviço;Litoral;SRP;;30447.2;0.0;0.0;0.0;
2018;Pregão Eletrônico;005/2018;199300/2017-15;Homologado;"Aquisição de canaletas e acessórios destinados a manutenção de infraestrutura da
rede elétrica dos diversos Campi desta UFPR";Material;SUINFRA;SRP;2;643730.4;0.0;520483.5;0.0;2018-02-01
2018;Pregão Eletrônico;006/2018;201535/2017-84;Homologado;Aquisição de Acessórios, Componentes e Sinalização De Emergência para proteção contra incêndios para atendimento aos Campi desta Universidade Federal do Paraná;Material;SUINFRA;SRP;3;928825.0;0.0;500779.3;0.0;2018-03-01
2018;Pregão Eletrônico;007/2018;203980/2017-89;Homologado;Aquisição de materiais de pintura II;Material;SUINFRA;SRP;4;381106.5;0.0;210254.5;0.0;2018-04-01
2018;Pregão Eletrônico;008/2018;201146/2017-59;Homologado;Aquisição de materiais de serralheria - Parte I;Material;SUINFRA;SRP;3;485681.0;0.0;283508.0;0.0;2018-03-01
2018;Pregão Eletrônico;009/2018;205188/2017-69;Homologado;Aquisição de materiais de serralheria para diversos campi da Universidade Federal do Paraná - Parte II;Material;SUINFRA;SRP;4;2711662.6;0.0;1812292.34;0.0;2018-04-01
2018;Pregão Eletrônico;010/2018;209980/2017-92;Homologado;Aquisição de materiais de construção III (Curitiba e RM, Interior e Litoral);Material;SUINFRA;SRP;3;2222210.82;0.0;1046329.02;0.0;2018-03-01
2018;Pregão Eletrônico;011/2018;205682/2017-23;Homologado;Aquisição de tubos e conexões em ferro galvanizado para atendimento as demandas da SUINFRA - UFPR;Material;SUINFRA;SRP;2;153511.0;0.0;119047.0;0.0;2018-02-01
2018;Pregão Eletrônico;012/2018;205694/2017-58;Homologado;Aquisição de materiais para telefonia destinados ao setor de Manutenção da SUINFRA;Material;SUINFRA;SRP;;216628.5;0.0;0.0;0.0;
2018;Pregão Eletrônico;013/2018;218706/2017-12;Homologado;Aquisição de vidrarias de laboratório para atender a diversas unidades da UFPR (parte2);Material;GEPEC;SRP;5;476864.25;0.0;173083.95;0.0;2018-05-01
2018;Pregão Eletrônico;014/2018;170873/2017-67;Homologado;Aquisição de caldeira elétrica;Material;DEBB;Aquisição imediata;2;41278.33;0.0;40890.0;0.0;2018-02-01
2018;Pregão Eletrônico;015/2018;214923/2017-25;Homologado;Aquisição de peça de reposição - módulo de motor para gerador para atender à necessidade da Unidade de Infraestrutura e Manutenção do Setor Palotina da Universidade Federal do Paraná;Material;PALOTINA;Aquisição imediata;3;26503.33;0.0;10900.0;0.0;2018-03-01
2018;Pregão Eletrônico;016/2018;217338/2017-87;Homologado;Aquisição de materiais diversos para manutenção dos Campi da UFPR;Material;SUINFRA;SRP;3;657316.55;0.0;462548.1;0.0;2018-03-01
2018;Pregão Eletrônico;017/2018;220548/2017-52;Homologado;Aquisição de reagentes químicos;Material;GEPEC;SRP;;357658.7;0.0;0.0;0.0;
2018;Pregão Eletrônico;018/2018;202286/2017-44;Homologado;Contratação de empresa especializada para fornecimento e instalação de divisórias tipo drywall;Material;SUINFRA;SRP;6;1212770.0;0.0;567940.0;0.0;2018-06-01
2018;Pregão Eletrônico;019/2018;220286/2017-26;Homologado;Aquisição de materiais elétricos para a SUINFRA - parte I (Curitiba e Região Metropolitana);Material;SUINFRA;SRP;5;1385719.35;0.0;1048451.2;0.0;2018-05-01
2018;Pregão Eletrônico;020/2018;220288/2017-15;Homologado;Aquisição de materiais elétricos para a SUINFRA - parte II ( Palotina, Jandaia do Sul, Toledo, Maripá e Paranavaí);Material;SUINFRA;SRP;5;869970.5;0.0;600398.0;0.0;2018-05-01
2018;Pregão Eletrônico;021/2018;220289/2017-60;Homologado;"Aquisição de materiais elétricos para a SUINFRA - parte III -  Matinhos, Pontal do Paraná, Paranaguá, Morretes e Antonina.
";Material;SUINFRA;SRP;8;1025712.0;0.0;668036.5;0.0;2018-08-01
2018;Pregão Eletrônico;022/2018;200955/2017-43;Homologado;Aquisição de ferramentas, para atender às necessidades de diversas unidades da Universidade Federal do Paraná;Material;GEPEC;SRP;;246978.75;0.0;0.0;0.0;
2018;Pregão Eletrônico;023/2018;209489/2017-61;Homologado;Aquisição de equipamentos para o Departamento de Prevenção e Reabilitação em Fisioterapia;Material;BL;SRP;;88977.88;0.0;0.0;0.0;
2018;Pregão Eletrônico;024/2018;206960/2017-60;Homologado;Aquisição de equipamentos para o controle de acesso do Restaurantes Universitários;Material;RU;SRP;;30971.65;0.0;0.0;0.0;
2018;Pregão Eletrônico;025/2018;151674/2016-79;Homologado;Aquisição de muro palito;Material;SUINFRA;SRP;3;5125420.15;0.0;3654415.0;0.0;2018-03-01
2018;Pregão Eletrônico;026/2018;167866/2017-88;Suspenso;Aquisição de aparelho de escaneamento intra-oral para os Departamentos de Odontologia Restauradora e de Estomatologia da UFPR;Material;Saúde;SRP;;386240.01;0.0;0.0;0.0;
2018;Pregão Eletrônico;027/2018;159721/2017-11;Homologado;Aquisição de materiais elétricos destinados ao Setor de Manutenção da SUINFRA  Parte I/2017;Material;SUINFRA;SRP;10;5039385.62;0.0;3287745.3;0.0;2018-10-01
2018;Pregão Eletrônico;028/2018;188710/2017-31;Homologado;Aquisição de material de consumo e permanente para o Centro de Atenção à Saúde - CASA Litoral do Setor Litoral;Material;Litoral;SRP;5;33238.32;0.0;20991.08;0.0;2018-05-01
2018;Pregão Eletrônico;029/2018;205637/2017-79;Homologado;Aquisição de materiais de consumo de uso comum contendo itens de expediente e outros para o Almoxarifado Central;Material;Almoxarifado Central;SRP;;645632.6;0.0;0.0;0.0;
2018;Pregão Eletrônico;030/2018;201308/2017-59;Homologado;Aquisição de materiais de consumo;Material;Almoxarifado Central;SRP;3;1212678.0;0.0;476962.15;0.0;2018-03-01
2018;Pregão Eletrônico;031/2018;212263/2017-48;Homologado;Aquisição de vidrarias de laboratório, para atender às necessidades de diversas unidades da Universidade Federal do Paraná;Material;GEPEC;SRP;5;681725.7;0.0;326145.95;0.0;2018-05-01
2018;Pregão Eletrônico;032/2018;214262/2017-38;Homologado;Aquisição de Reagentes Químicos (Parte 04) para atender a diversas unidades da UFPR;Material;GEPEC;SRP;3;343825.45;0.0;211291.3;0.0;2018-03-01
2018;Pregão Eletrônico;033/2018;211347/2017-64;Deserto;Aquisição de cargas de Gás Liquefeito de Petróleo - GLP;Material;Palotina;SRP;;5118.72;0.0;0.0;0.0;
2018;Pregão Eletrônico;034/2018;192230/2017-74;Homologado;Contratação de empresa para realizar a limpeza (retirada de galhos, entulhos, lixos acumulados), no terreno da Universidade Federal do Paraná - Campus Toledo;Serviço;GR;SRP;2;92866.67;0.0;49899.0;0.0;2018-02-01
2018;Pregão Eletrônico;035/2018;195550/2017-86;Revogado;Contratação de serviços de impressão;Serviço;Biológicas;SRP;;25101.0;0.0;0.0;0.0;
2018;Pregão Eletrônico;036/2018;214922/2017-81;Homologado;Aquisição de equipamentos de proteção individual;Material;GEPEC;SRP;5;143453.55;0.0;92643.45;0.0;2018-05-01
2018;Pregão Eletrônico;037/2018;213735/2017-80;Homologado;Aquisição de materiais de manutenção para Palotina;Material;Palotina;SRP;3;61284.81;0.0;32337.1;0.0;2018-03-01
2018;Pregão Eletrônico;038/2018;216444/2017-43;Homologado;Aquisição de insumos agrícolas destinados ao Centro de Estações Experimentais do Canguiri, do Setor de Ciências Agrárias desta Universidade;Material;Agrárias;SRP;;201510.6;0.0;0.0;0.0;
2018;Pregão Eletrônico;039/2018;201875/2017-13;Homologado;Contratação de Empresa especializada para prestação de Serviços de Instalação e Manutenção de Infraestrutura de Redes Digitais;Serviço;CCE;SRP;;6724331.04;0.0;0.0;0.0;
2018;Pregão Eletrônico;040/2018;220290/2017-94;Homologado;Aquisição de materiais elétricos (II/2017) para a Superintendência de Infraestrutura da Universidade Federal do Paraná, destinados aos campi e estruturas de Curitiba e Região Metropolitana;Material;SUINFRA;SRP;7;616409.5;0.0;231154.0;0.0;2018-07-01
2018;Pregão Eletrônico;041/2018;220292/2017-83;Homologado;Aquisição de materiais elétricos (II/2017) para a Superintendência de Infraestrutura da Universidade Federal do Paraná, destinados aos campi e estruturas de Palotina, Jandaia do Sul, Toledo, Maripá e Paranavaí;Material;SUINFRA;SRP;5;262178.0;0.0;183022.5;0.0;2018-05-01
2018;Pregão Eletrônico;042/2018;220294/2017-72;Homologado;Aquisição de materiais elétricos (II/2017) para a Superintendência de Infraestrutura da Universidade Federal do Paraná, destinados aos campi e estruturas de Matinhos, Pontal do Paraná, Paranaguá, Morretes e Antonina;Material;SUINFRA;SRP;10;430844.5;0.0;227747.0;0.0;2018-10-01
2018;Pregão Eletrônico;043/2018;203881/2017-05;Homologado;Aquisição de itens de alimentação para o Almoxarifado Central;Material;Almoxarifado Central;SRP;4;439476.1;0.0;283911.4;0.0;2018-04-01
2018;Pregão Eletrônico;044/2018;221109/2017-67;Homologado;Aquisição de Hélio Líquido;Material;Departamento de Química;SRP;3;485100.0;0.0;372600.0;0.0;2018-03-01
2018;Pregão Eletrônico;045/2018;210825/2017-19;Fracassado;Aquisição de conjuntos de mesa para compor o mobiliário do Setor Palotina;Material;Palotina;SRP;;5366.4;0.0;0.0;0.0;
2018;Pregão Eletrônico;046/2018;219122/2017-56;Homologado;Aquisição de estrutura de palco praticável pantográfico ou telescópico e púlpito em acrílico cristal para atender às necessidades da Secretaria de Graduação do Setor Palotina.;Material;Palotina;Aquisição imediata;3;21763.33;0.0;21138.0;0.0;2018-03-01
2018;Pregão Eletrônico;047/2018;212658/2017-41;Homologado;Contratação de empresa especializada na prestação de serviços de agenciamento de passagens aéreas e terrestres, nacionais e internacionais, para atender necessidades de diversas unidades da UFPR;Serviço;GEPEC;Contrato;4;2446439.1;0.0;2416039.3;0.0;2018-04-01
2018;Pregão Eletrônico;048/2018;002121/2018-55;Homologado;Aquisição de cargas de Gás Liquefeito de Petróleo (GLP) para atender a diversas unidades da UFPR;Material;GEPEC;SRP;3;371251.9;0.0;67340.45;0.0;2018-03-01
2018;Pregão Eletrônico;049/2018;002125/2018-33;Homologado;Aquisição de materiais de consumo de uso comum contendo itens de expediente e outros para o Almoxarifado Central (I);Material;Almoxarifado Central;SRP;4;166133.2;0.0;105278.7;0.0;2018-04-01
2018;Pregão Eletrônico;050/2018;002211/2018-46;Homologado;Aquisição de materiais de consumo de uso comum contendo itens de expediente e outros para o Almoxarifado Central (II);Material;Almoxarifado Central;SRP;4;118873.15;0.0;83817.85;0.0;2018-04-01
2018;Pregão Eletrônico;051/2018;001028/2018-23;Homologado;Aquisição de materiais de consumo de uso comum contendo itens de expediente e outros para o Almoxarifado Central (III);Material;Almoxarifado Central;SRP;4;292799.1;0.0;173489.5;0.0;2018-04-01
2018;Pregão Eletrônico;052/2018;001704/2018-69;Homologado;Aquisição de lâmpadas para projetores multimídia e microscópios para atender a diversas unidades da UFPR;Material;GEPC;SRP;4;477167.85;0.0;210057.45;0.0;2018-04-01
2018;Pregão Eletrônico;053/2018;195550/2017-86;Homologado;Contratação de serviços de impressão;Serviço;Biológicas;Contrato;3;25101.0;0.0;12120.0;0.0;2018-03-01
2018;Pregão Eletrônico;054/2018;004309/2018-38;Homologado;Aquisição de reagentes químicos (Parte 6) para atender a diversas unidades da UFPR;Material;GEPEC;SRP;6;178183.75;0.0;105275.0;0.0;2018-06-01
